Keyword,CatID,CatID_fixed,map_status,note
leather shift,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
footstep concrete,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep wood,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep tile,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep carpet,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep gravel,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep sand,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep grass,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep dirt,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep mud,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep snow,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
footstep metal,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
shoe scuff,SCUFF,,NO_MATCH,not found in ucs_catid_list
shoe drag,DRAG,,NO_MATCH,not found in ucs_catid_list
boot step,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
boot stomp,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
heel click,CLICK,,AMBIGUOUS,SubCategory 'CLICK' maps to 2 CatIDs
heel step,FOOTSTEPS,,AMBIGUOUS,Category 'FOOTSTEPS' has 5 CatIDs
key jingle,JINGLE,,NO_MATCH,not found in ucs_catid_list
key insert,CLICK,,AMBIGUOUS,SubCategory 'CLICK' maps to 2 CatIDs
key turn,CLICK,,AMBIGUOUS,SubCategory 'CLICK' maps to 2 CatIDs
key rattle,RATTLE,,NO_MATCH,not found in ucs_catid_list
key drop,DROP,,NO_MATCH,not found in ucs_catid_list
bag rustle,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
bag drop,DROP,,NO_MATCH,not found in ucs_catid_list
bag shake,RATTLE,,NO_MATCH,not found in ucs_catid_list
plastic rustle,RUSTLE,,NO_MATCH,not found in ucs_catid_list
plastic crumble,RUSTLE,,NO_MATCH,not found in ucs_catid_list
plastic crackle,RUSTLE,,NO_MATCH,not found in ucs_catid_list
plastic hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
plastic drop,DROP,,NO_MATCH,not found in ucs_catid_list
plastic snap,BREAK,,AMBIGUOUS,SubCategory 'BREAK' maps to 8 CatIDs
paper rustle,RUSTLE,,NO_MATCH,not found in ucs_catid_list
paper flip,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
paper tear,TEAR,,NO_MATCH,not found in ucs_catid_list
paper crumple,RUSTLE,,NO_MATCH,not found in ucs_catid_list
paper drop,DROP,,NO_MATCH,not found in ucs_catid_list
paper shuffle,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
cardboard creak,CREAK,,AMBIGUOUS,SubCategory 'CREAK' maps to 4 CatIDs
cardboard tear,TEAR,,NO_MATCH,not found in ucs_catid_list
cardboard crush,CRUNCH,,NO_MATCH,not found in ucs_catid_list
cardboard drop,DROP,,NO_MATCH,not found in ucs_catid_list
box open,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
box close,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
box slide,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
box shake,RATTLE,,NO_MATCH,not found in ucs_catid_list
box drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
food bite,BITE,,NO_MATCH,not found in ucs_catid_list
food chew,CHEW,,NO_MATCH,not found in ucs_catid_list
food crunch,CRUNCH,,NO_MATCH,not found in ucs_catid_list
food crack,BREAK,,AMBIGUOUS,SubCategory 'BREAK' maps to 8 CatIDs
food peel,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
vegetable chop,CHOP,,NO_MATCH,not found in ucs_catid_list
vegetable cut,CUT,,NO_MATCH,not found in ucs_catid_list
vegetable slice,CUT,,NO_MATCH,not found in ucs_catid_list
fruit cut,CUT,,NO_MATCH,not found in ucs_catid_list
fruit peel,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
apple bite,BITE,,NO_MATCH,not found in ucs_catid_list
apple crunch,CRUNCH,,NO_MATCH,not found in ucs_catid_list
bottle open,OPEN,,NO_MATCH,not found in ucs_catid_list
bottle close,CLOSE,,NO_MATCH,not found in ucs_catid_list
bottle cap twist,TWIST,,NO_MATCH,not found in ucs_catid_list
bottle pour,LIQUID,,NO_MATCH,not found in ucs_catid_list
bottle shake,RATTLE,,NO_MATCH,not found in ucs_catid_list
bottle drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
cup clink,CLINK,,NO_MATCH,not found in ucs_catid_list
cup hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
cup drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
glass clink,CLINK,,NO_MATCH,not found in ucs_catid_list
glass hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
glass drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
glass shatter,SHATTER,,NO_MATCH,not found in ucs_catid_list
glass slide,SCRAPE,,NO_MATCH,not found in ucs_catid_list
mug hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
mug slide,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
mug drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
fork clink,CLINK,,NO_MATCH,not found in ucs_catid_list
fork hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
fork drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
spoon clink,CLINK,,NO_MATCH,not found in ucs_catid_list
spoon drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
knife cut,CUT,,NO_MATCH,not found in ucs_catid_list
knife chop,CHOP,,NO_MATCH,not found in ucs_catid_list
knife scrape,SCRAPE,,NO_MATCH,not found in ucs_catid_list
knife drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
plate clink,CLINK,,NO_MATCH,not found in ucs_catid_list
plate hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
plate drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
plate slide,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
dish wash,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
dish clatter,RATTLE,,NO_MATCH,not found in ucs_catid_list
pan scrape,SCRAPE,,NO_MATCH,not found in ucs_catid_list
pan hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
pan drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
pot boil,LIQUID,,NO_MATCH,not found in ucs_catid_list
pot hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
pot rattle,RATTLE,,NO_MATCH,not found in ucs_catid_list
kettle boil,STEAM,,AMBIGUOUS,SubCategory 'STEAM' maps to 3 CatIDs
match strike,STRIKE,,NO_MATCH,not found in ucs_catid_list
match burn,FIRE,,AMBIGUOUS,Category 'FIRE' has 10 CatIDs
match extinguish,FIRE,,AMBIGUOUS,Category 'FIRE' has 10 CatIDs
lighter click,CLICK,,AMBIGUOUS,SubCategory 'CLICK' maps to 2 CatIDs
lighter flick,CLICK,,AMBIGUOUS,SubCategory 'CLICK' maps to 2 CatIDs
lighter flame,FIRE,,AMBIGUOUS,Category 'FIRE' has 10 CatIDs
wood creak,CREAK,,AMBIGUOUS,SubCategory 'CREAK' maps to 4 CatIDs
wood break,BREAK,,AMBIGUOUS,SubCategory 'BREAK' maps to 8 CatIDs
wood crack,BREAK,,AMBIGUOUS,SubCategory 'BREAK' maps to 8 CatIDs
wood drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
wood scrape,SCRAPE,,NO_MATCH,not found in ucs_catid_list
metal impact,METAL,,AMBIGUOUS,SubCategory 'METAL' maps to 4 CatIDs
metal clang,CLANK,,NO_MATCH,not found in ucs_catid_list
metal hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
metal scrape,SCRAPE,,NO_MATCH,not found in ucs_catid_list
metal rattle,RATTLE,,NO_MATCH,not found in ucs_catid_list
metal drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
metal bend,BEND,,NO_MATCH,not found in ucs_catid_list
metal grind,GRIND,,NO_MATCH,not found in ucs_catid_list
metal clink,CLANK,,NO_MATCH,not found in ucs_catid_list
metal roll,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
chain rattle,RATTLE,,NO_MATCH,not found in ucs_catid_list
chain drag,DRAG,,NO_MATCH,not found in ucs_catid_list
chain drop,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
rope pull,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
rope drop,DROP,,NO_MATCH,not found in ucs_catid_list
rope swing,WHOOSH,,AMBIGUOUS,SubCategory 'WHOOSH' maps to 3 CatIDs
rope creak,CREAK,,AMBIGUOUS,SubCategory 'CREAK' maps to 4 CatIDs
clothespin snap,SNAP,,NO_MATCH,not found in ucs_catid_list
towel rustle,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
blanket rustle,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
bedsheet rustle,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
pillow hit,IMPACT,,AMBIGUOUS,SubCategory 'IMPACT' maps to 23 CatIDs
pillow fluff,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
sofa creak,CREAK,,AMBIGUOUS,SubCategory 'CREAK' maps to 4 CatIDs
sofa movement,MOVEMENT,,AMBIGUOUS,SubCategory 'MOVEMENT' maps to 17 CatIDs
